지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2012-01-01 00:00,1.6,
90,속초,2012-01-01 03:00,1.6,
90,속초,2012-01-01 04:00,1.6,
90,속초,2012-01-01 05:00,1.6,
90,속초,2012-01-01 06:00,1.6,
90,속초,2012-01-01 07:00,1.6,
90,속초,2012-01-01 08:00,1.6,
90,속초,2012-01-01 09:00,1.3,
90,속초,2012-01-01 10:00,1.3,
90,속초,2012-01-01 11:00,1.3,
90,속초,2012-01-01 12:00,1.2,
90,속초,2012-01-01 13:00,1.1,
90,속초,2012-01-01 14:00,1.1,
90,속초,2012-01-01 15:00,1,
90,속초,2012-01-01 16:00,1,
90,속초,2012-01-01 17:00,1,
90,속초,2012-01-01 18:00,1,
90,속초,2012-01-01 21:00,1,
90,속초,2012-01-02 00:00,1,
90,속초,2012-01-02 03:00,1,
90,속초,2012-01-02 04:00,1,
90,속초,2012-01-02 05:00,1,
90,속초,2012-01-02 06:00,1,
90,속초,2012-01-02 07:00,1,
90,속초,2012-01-02 08:00,1,
90,속초,2012-01-02 09:00,1,
90,속초,2012-01-02 10:00,1,
90,속초,2012-01-02 11:00,.9,
90,속초,2012-01-02 12:00,.8,
90,속초,2012-01-02 13:00,.6,
90,속초,2012-01-02 14:00,.5,
90,속초,2012-01-02 15:00,.4,
90,속초,2012-01-02 16:00,.3,
90,속초,2012-01-02 17:00,.3,
90,속초,2012-01-02 18:00,.3,
90,속초,2012-01-31 19:00,.1,
90,속초,2012-01-31 20:00,.2,
90,속초,2012-01-31 21:00,.2,.2
90,속초,2012-01-31 22:00,.2,
90,속초,2012-01-31 23:00,.2,
90,속초,2012-02-01 00:00,.2,
90,속초,2012-02-01 03:00,.2,
90,속초,2012-02-01 04:00,.2,
90,속초,2012-02-01 05:00,.2,
90,속초,2012-02-01 06:00,.2,
90,속초,2012-02-01 07:00,.2,
90,속초,2012-02-01 08:00,.2,
90,속초,2012-02-01 09:00,.1,
90,속초,2012-02-25 08:00,.8,
90,속초,2012-02-25 09:00,.5,1
90,속초,2012-02-25 10:00,.3,
90,속초,2012-02-25 11:00,.5,
90,속초,2012-02-25 12:00,3,2.8
90,속초,2012-02-25 13:00,4.2,
90,속초,2012-02-25 14:00,5.8,
90,속초,2012-02-25 15:00,8.4,5.4
90,속초,2012-02-25 16:00,9.2,
90,속초,2012-02-25 17:00,9.7,
90,속초,2012-02-25 18:00,10.2,1.8
90,속초,2012-02-25 19:00,10.6,
