지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2022-01-01 00:00,22.1,
90,속초,2022-01-01 01:00,22.1,
90,속초,2022-01-01 02:00,22.1,
90,속초,2022-01-01 03:00,22.1,
90,속초,2022-01-01 04:00,22.1,
90,속초,2022-01-01 05:00,22.1,
90,속초,2022-01-01 06:00,22.1,
90,속초,2022-01-01 07:00,22.1,
90,속초,2022-01-01 08:00,22.1,
90,속초,2022-01-01 09:00,22.1,
90,속초,2022-01-01 10:00,21.9,
90,속초,2022-01-01 11:00,21.5,
90,속초,2022-01-01 12:00,21.4,
90,속초,2022-01-01 13:00,21.3,
90,속초,2022-01-01 14:00,21.3,
90,속초,2022-01-01 15:00,21.3,
90,속초,2022-01-01 16:00,21.4,
90,속초,2022-01-01 17:00,21.8,
90,속초,2022-01-01 18:00,21.9,
90,속초,2022-01-01 19:00,21.9,
90,속초,2022-01-01 20:00,21.9,
90,속초,2022-01-01 21:00,21.9,
90,속초,2022-01-01 22:00,21.8,
90,속초,2022-01-01 23:00,21.8,
90,속초,2022-01-02 00:00,21.8,
90,속초,2022-01-02 01:00,21.8,
90,속초,2022-01-02 02:00,21.8,
90,속초,2022-01-02 03:00,21.7,
90,속초,2022-01-02 04:00,21.7,
90,속초,2022-01-02 05:00,21.7,
90,속초,2022-01-02 06:00,21.7,
90,속초,2022-01-02 07:00,21.6,
90,속초,2022-01-02 08:00,21.6,
90,속초,2022-01-02 09:00,21.5,
90,속초,2022-01-02 10:00,21.4,
90,속초,2022-01-02 11:00,21.2,
90,속초,2022-01-02 12:00,21,
90,속초,2022-01-02 13:00,20.7,
90,속초,2022-01-02 14:00,20.5,
90,속초,2022-01-02 15:00,20.2,
90,속초,2022-01-02 16:00,20.1,
90,속초,2022-01-02 17:00,20.5,
90,속초,2022-01-02 18:00,20.5,
90,속초,2022-01-02 19:00,20.4,
90,속초,2022-01-02 20:00,20.4,
90,속초,2022-01-02 21:00,20.4,
90,속초,2022-01-02 22:00,20.3,
90,속초,2022-01-02 23:00,20.3,
90,속초,2022-01-03 00:00,20.3,
90,속초,2022-01-03 01:00,20.3,
90,속초,2022-01-03 02:00,20.2,
90,속초,2022-01-03 03:00,20.2,
90,속초,2022-01-03 04:00,20.2,
90,속초,2022-01-03 05:00,20.2,
90,속초,2022-01-03 06:00,20.2,
90,속초,2022-01-03 07:00,20.2,
90,속초,2022-01-03 08:00,20.1,
90,속초,2022-01-03 09:00,20,
90,속초,2022-01-03 10:00,19.9,
90,속초,2022-01-03 11:00,19.8,
90,속초,2022-01-03 12:00,19.5,
90,속초,2022-01-03 13:00,19.8,
90,속초,2022-01-03 14:00,19.4,
90,속초,2022-01-03 15:00,19.3,
90,속초,2022-01-03 16:00,19.4,
90,속초,2022-01-03 17:00,19.7,
90,속초,2022-01-03 18:00,19.7,
90,속초,2022-01-03 19:00,19.7,
90,속초,2022-01-03 20:00,19.7,
90,속초,2022-01-03 21:00,19.7,
90,속초,2022-01-03 22:00,19.7,
90,속초,2022-01-03 23:00,19.6,
90,속초,2022-01-04 00:00,19.6,
90,속초,2022-01-04 01:00,19.6,
90,속초,2022-01-04 02:00,19.6,
90,속초,2022-01-04 03:00,19.6,
90,속초,2022-01-04 04:00,19.5,
90,속초,2022-01-04 05:00,19.5,
90,속초,2022-01-04 06:00,19.4,
90,속초,2022-01-04 07:00,19.4,
90,속초,2022-01-04 08:00,19.4,
