지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2018-01-09 00:00,1.9,
90,속초,2018-01-09 01:00,1.8,
90,속초,2018-01-09 02:00,2.4,
90,속초,2018-01-09 03:00,2.8,
90,속초,2018-01-09 04:00,2.4,
90,속초,2018-01-09 05:00,2.2,
90,속초,2018-01-09 06:00,.5,
90,속초,2018-01-22 19:00,1.8,
90,속초,2018-01-22 20:00,4.7,
90,속초,2018-01-22 21:00,6.4,
90,속초,2018-01-22 22:00,6.2,
90,속초,2018-01-22 23:00,6.2,
90,속초,2018-01-23 00:00,6.2,
90,속초,2018-01-23 01:00,6,
90,속초,2018-01-23 02:00,6,
90,속초,2018-01-23 03:00,5.4,
90,속초,2018-01-23 04:00,3.7,
90,속초,2018-02-24 14:00,2.4,
90,속초,2018-02-24 15:00,3.5,
90,속초,2018-02-24 16:00,4.1,
90,속초,2018-02-24 17:00,4.5,
90,속초,2018-02-24 18:00,4.7,
90,속초,2018-02-24 19:00,4.7,
90,속초,2018-02-24 20:00,4.6,
90,속초,2018-02-24 21:00,4.6,
90,속초,2018-02-24 22:00,4.6,
90,속초,2018-02-24 23:00,4.5,
90,속초,2018-02-25 00:00,4.5,
90,속초,2018-02-25 01:00,4.5,
90,속초,2018-02-25 02:00,4.5,
90,속초,2018-02-25 03:00,4.4,
90,속초,2018-02-25 04:00,4.4,
90,속초,2018-02-25 05:00,4.4,
90,속초,2018-02-25 06:00,4.4,
90,속초,2018-02-25 07:00,4.3,
90,속초,2018-02-25 08:00,4.3,
90,속초,2018-02-25 09:00,4.2,
90,속초,2018-02-25 10:00,3.8,
90,속초,2018-02-25 11:00,2.9,
90,속초,2018-02-25 12:00,1.5,
90,속초,2018-02-25 13:00,.7,
90,속초,2018-02-28 21:00,2.6,
90,속초,2018-02-28 22:00,6.4,
90,속초,2018-02-28 23:00,7.1,
90,속초,2018-03-01 00:00,6.8,
90,속초,2018-03-01 01:00,6.5,
90,속초,2018-03-01 02:00,6.3,
90,속초,2018-03-01 03:00,6.1,
90,속초,2018-03-01 04:00,6,
90,속초,2018-03-01 05:00,5.8,
90,속초,2018-03-01 06:00,5.7,
90,속초,2018-03-01 07:00,5.6,
90,속초,2018-03-01 08:00,5.5,
90,속초,2018-03-01 09:00,5.5,
90,속초,2018-03-01 10:00,4.8,
90,속초,2018-03-01 11:00,3.9,
90,속초,2018-03-01 12:00,3,
90,속초,2018-03-01 13:00,2.1,
90,속초,2018-03-01 14:00,1.5,
90,속초,2018-03-01 15:00,1,
90,속초,2018-03-01 16:00,1.2,
90,속초,2018-03-01 17:00,.9,
90,속초,2018-03-01 18:00,.9,
90,속초,2018-03-01 19:00,.9,
90,속초,2018-03-01 20:00,.9,
90,속초,2018-03-01 21:00,.9,
90,속초,2018-03-01 22:00,.9,
90,속초,2018-03-01 23:00,1,
90,속초,2018-03-02 00:00,1,
90,속초,2018-03-02 01:00,1,
90,속초,2018-03-02 02:00,1.1,
90,속초,2018-03-02 03:00,1.2,
90,속초,2018-03-02 04:00,1.2,
90,속초,2018-03-02 05:00,1.3,
90,속초,2018-03-02 06:00,1.3,
90,속초,2018-03-02 07:00,1.3,
90,속초,2018-03-02 08:00,1.6,
90,속초,2018-03-02 09:00,.3,
90,속초,2018-03-02 10:00,1.2,
90,속초,2018-03-02 11:00,.7,
90,속초,2018-03-02 12:00,.5,
90,속초,2018-03-02 13:00,.4,
90,속초,2018-03-05 02:00,.3,
90,속초,2018-03-05 03:00,2.6,
90,속초,2018-03-05 04:00,4,
90,속초,2018-03-05 05:00,6.4,
90,속초,2018-03-05 06:00,5.5,
90,속초,2018-03-05 07:00,4.7,
90,속초,2018-03-05 08:00,4.2,
90,속초,2018-03-05 09:00,4,
90,속초,2018-03-05 10:00,3.8,
90,속초,2018-03-05 11:00,3.5,
90,속초,2018-03-05 12:00,3.4,
90,속초,2018-03-05 13:00,3.2,
90,속초,2018-03-05 14:00,3,
90,속초,2018-03-05 15:00,2.6,
90,속초,2018-03-05 16:00,2.1,
90,속초,2018-03-05 17:00,1.9,
90,속초,2018-03-05 18:00,2,
90,속초,2018-03-05 19:00,1.9,
90,속초,2018-03-05 20:00,1.8,
90,속초,2018-03-05 21:00,1.8,
90,속초,2018-03-05 22:00,1.8,
90,속초,2018-03-05 23:00,1.8,
90,속초,2018-03-06 00:00,1.8,
90,속초,2018-03-06 01:00,1.9,
90,속초,2018-03-06 02:00,1.9,
90,속초,2018-03-06 03:00,2,
90,속초,2018-03-06 04:00,2,
90,속초,2018-03-06 05:00,2.1,
90,속초,2018-03-06 06:00,2.1,
90,속초,2018-03-06 07:00,2.1,
90,속초,2018-03-06 08:00,2.1,
90,속초,2018-03-06 09:00,2.3,
90,속초,2018-03-06 10:00,2,
90,속초,2018-03-06 11:00,1.7,
90,속초,2018-03-06 12:00,1,
90,속초,2018-03-06 13:00,.5,
90,속초,2018-03-08 10:00,1,
90,속초,2018-03-08 11:00,1,
90,속초,2018-03-08 12:00,0,
93,북춘천,2018-01-01 00:00,.9,
93,북춘천,2018-01-01 01:00,.9,
93,북춘천,2018-01-01 02:00,.9,
93,북춘천,2018-01-01 03:00,.9,
93,북춘천,2018-01-01 04:00,.9,
93,북춘천,2018-01-01 05:00,.9,
93,북춘천,2018-01-01 06:00,.9,
93,북춘천,2018-01-01 07:00,.9,
93,북춘천,2018-01-01 08:00,.9,
93,북춘천,2018-01-01 09:00,.9,
93,북춘천,2018-01-01 10:00,.9,
93,북춘천,2018-01-01 11:00,.8,
93,북춘천,2018-01-01 12:00,.8,
93,북춘천,2018-01-01 13:00,.7,
93,북춘천,2018-01-01 14:00,.5,
93,북춘천,2018-01-01 15:00,.4,
93,북춘천,2018-01-01 16:00,.3,
93,북춘천,2018-01-01 17:00,.3,
93,북춘천,2018-01-01 18:00,.3,
93,북춘천,2018-01-01 19:00,.3,
93,북춘천,2018-01-01 20:00,.2,
93,북춘천,2018-01-01 21:00,.2,
93,북춘천,2018-01-01 22:00,.2,
93,북춘천,2018-01-01 23:00,.2,
93,북춘천,2018-01-02 00:00,.2,
93,북춘천,2018-01-08 21:00,1,1
93,북춘천,2018-01-08 22:00,1.6,
93,북춘천,2018-01-08 23:00,2,
93,북춘천,2018-01-09 00:00,2,1
93,북춘천,2018-01-09 01:00,2,
93,북춘천,2018-01-09 02:00,2,
93,북춘천,2018-01-09 03:00,2,
93,북춘천,2018-01-09 04:00,2,
93,북춘천,2018-01-09 05:00,1.9,
93,북춘천,2018-01-09 06:00,1.9,
93,북춘천,2018-01-09 07:00,1.9,
93,북춘천,2018-01-09 08:00,1.8,
93,북춘천,2018-01-09 09:00,1.8,
93,북춘천,2018-01-09 10:00,1.7,
93,북춘천,2018-01-09 11:00,1.7,
93,북춘천,2018-01-09 12:00,1.5,
93,북춘천,2018-01-09 13:00,1.3,
93,북춘천,2018-01-09 14:00,1.1,
93,북춘천,2018-01-09 15:00,.9,
93,북춘천,2018-01-09 16:00,.7,
93,북춘천,2018-01-09 17:00,.5,
93,북춘천,2018-01-09 18:00,.3,
93,북춘천,2018-01-09 19:00,.2,
93,북춘천,2018-01-09 20:00,.2,
93,북춘천,2018-01-09 21:00,.2,
