지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2009-01-01 00:00,16.1,
90,속초,2009-01-01 03:00,16.1,
90,속초,2009-01-01 04:00,16.1,
90,속초,2009-01-01 05:00,16.1,
90,속초,2009-01-01 06:00,16.1,
90,속초,2009-01-01 07:00,16.1,
90,속초,2009-01-01 08:00,16.1,
90,속초,2009-01-01 09:00,16.1,
90,속초,2009-01-01 10:00,16.1,
90,속초,2009-01-01 11:00,16,
90,속초,2009-01-01 12:00,16,
90,속초,2009-01-01 13:00,15.9,
90,속초,2009-01-01 14:00,15.8,
90,속초,2009-01-01 15:00,15.8,
90,속초,2009-01-01 16:00,15.7,
90,속초,2009-01-01 17:00,15.7,
90,속초,2009-01-01 18:00,15.7,
90,속초,2009-01-01 21:00,15.7,
90,속초,2009-01-02 00:00,15.7,
90,속초,2009-01-02 03:00,15.7,
90,속초,2009-01-02 04:00,15.7,
90,속초,2009-01-02 05:00,15.7,
90,속초,2009-01-02 06:00,15.7,
90,속초,2009-01-02 07:00,15.7,
90,속초,2009-01-02 08:00,15.7,
90,속초,2009-01-02 09:00,15.7,
90,속초,2009-01-02 10:00,15.6,
90,속초,2009-01-02 11:00,15.6,
90,속초,2009-01-02 12:00,15.5,
90,속초,2009-01-02 13:00,15.4,
90,속초,2009-01-02 14:00,15.3,
90,속초,2009-01-02 15:00,15.2,
90,속초,2009-01-02 16:00,15.2,
90,속초,2009-01-02 17:00,15.2,
90,속초,2009-01-02 18:00,15.2,
90,속초,2009-01-02 21:00,15.2,
90,속초,2009-01-03 00:00,15.2,
90,속초,2009-01-03 03:00,15.2,
90,속초,2009-01-03 04:00,15.2,
90,속초,2009-01-03 05:00,15.2,
90,속초,2009-01-03 06:00,15.2,
90,속초,2009-01-03 07:00,15.2,
90,속초,2009-01-03 08:00,15.2,
90,속초,2009-01-03 09:00,15.1,
90,속초,2009-01-03 10:00,15,
90,속초,2009-01-03 11:00,14.9,
90,속초,2009-01-03 12:00,14.8,
90,속초,2009-01-03 13:00,14.7,
90,속초,2009-01-03 14:00,14.5,
90,속초,2009-01-03 15:00,14.4,
90,속초,2009-01-03 16:00,14.3,
90,속초,2009-01-03 17:00,14.2,
90,속초,2009-01-03 18:00,14.1,
90,속초,2009-01-03 21:00,14,
90,속초,2009-01-04 00:00,14,
90,속초,2009-01-04 03:00,14,
90,속초,2009-01-04 04:00,14,
90,속초,2009-01-04 05:00,14,
90,속초,2009-01-04 06:00,14,
90,속초,2009-01-04 07:00,14,
90,속초,2009-01-04 08:00,14,
90,속초,2009-01-04 09:00,14,
90,속초,2009-01-04 10:00,13.9,
90,속초,2009-01-04 11:00,13.8,
90,속초,2009-01-04 12:00,13.7,
90,속초,2009-01-04 13:00,13.6,
90,속초,2009-01-04 14:00,13.4,
90,속초,2009-01-04 15:00,13.3,
90,속초,2009-01-04 16:00,13.2,
90,속초,2009-01-04 17:00,13.2,
90,속초,2009-01-04 18:00,13.2,
90,속초,2009-01-04 21:00,13.2,
90,속초,2009-01-05 00:00,13.2,
90,속초,2009-01-05 03:00,13.2,
90,속초,2009-01-05 04:00,13.2,
90,속초,2009-01-05 05:00,13.2,
90,속초,2009-01-05 06:00,13.2,
90,속초,2009-01-05 07:00,13.2,
90,속초,2009-01-05 08:00,13.2,
90,속초,2009-01-05 09:00,13.2,
90,속초,2009-01-05 10:00,13.1,
90,속초,2009-01-05 11:00,13.1,
90,속초,2009-01-05 12:00,13,
90,속초,2009-01-05 13:00,12.9,
90,속초,2009-01-05 14:00,12.8,
90,속초,2009-01-05 15:00,12.8,
90,속초,2009-01-05 16:00,12.8,
90,속초,2009-01-05 17:00,12.8,
90,속초,2009-01-05 18:00,12.8,
90,속초,2009-01-05 21:00,12.8,
90,속초,2009-01-06 00:00,12.8,
90,속초,2009-01-06 03:00,12.8,
90,속초,2009-01-06 04:00,12.8,
90,속초,2009-01-06 05:00,12.8,
90,속초,2009-01-06 06:00,12.8,
90,속초,2009-01-06 07:00,12.8,
90,속초,2009-01-06 08:00,12.8,
90,속초,2009-01-06 09:00,12.8,
90,속초,2009-01-06 10:00,12.7,
90,속초,2009-01-06 11:00,12.6,
90,속초,2009-01-06 12:00,12.4,
90,속초,2009-01-06 13:00,12.3,
90,속초,2009-01-06 14:00,12.2,
90,속초,2009-01-06 15:00,12.1,
90,속초,2009-01-06 16:00,12,
90,속초,2009-01-06 17:00,12,
90,속초,2009-01-06 18:00,12,
90,속초,2009-01-06 21:00,12,
90,속초,2009-01-07 00:00,12,
90,속초,2009-01-07 03:00,12,
90,속초,2009-01-07 04:00,12,
90,속초,2009-01-07 05:00,12,
90,속초,2009-01-07 06:00,12,
90,속초,2009-01-07 07:00,12,
90,속초,2009-01-07 08:00,12,
90,속초,2009-01-07 09:00,12,
90,속초,2009-01-07 10:00,12,
90,속초,2009-01-07 11:00,11.8,
90,속초,2009-01-07 12:00,11.6,
90,속초,2009-01-07 13:00,11.4,
90,속초,2009-01-07 14:00,11.3,
90,속초,2009-01-07 15:00,11.2,
90,속초,2009-01-07 16:00,11,
90,속초,2009-01-07 17:00,10.8,
90,속초,2009-01-07 18:00,10.6,
90,속초,2009-01-07 21:00,10.5,
90,속초,2009-01-08 00:00,10.4,
90,속초,2009-01-08 03:00,10.4,
90,속초,2009-01-08 04:00,10.4,
90,속초,2009-01-08 05:00,10.4,
90,속초,2009-01-08 06:00,10.4,
90,속초,2009-01-08 07:00,10.4,
90,속초,2009-01-08 08:00,10.4,
90,속초,2009-01-08 09:00,10.4,
90,속초,2009-01-08 10:00,10.3,
