지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2020-01-18 08:00,.3,
90,속초,2020-01-18 09:00,.5,
90,속초,2020-01-18 10:00,.7,
90,속초,2020-01-18 11:00,.4,
90,속초,2020-02-08 19:00,.5,
90,속초,2020-02-08 20:00,.5,
90,속초,2020-02-08 21:00,.5,
90,속초,2020-02-08 22:00,.5,
90,속초,2020-02-08 23:00,.5,
90,속초,2020-02-09 00:00,.5,
90,속초,2020-02-09 01:00,.5,
90,속초,2020-02-09 02:00,.5,
90,속초,2020-02-09 03:00,.5,
90,속초,2020-02-09 04:00,.5,
90,속초,2020-02-09 05:00,.5,
90,속초,2020-02-09 06:00,.5,
90,속초,2020-02-09 07:00,.5,
90,속초,2020-02-09 08:00,.5,
90,속초,2020-02-09 09:00,.5,
90,속초,2020-02-09 10:00,.5,
90,속초,2020-02-09 11:00,.5,
90,속초,2020-02-09 12:00,.5,
90,속초,2020-02-09 13:00,.5,
90,속초,2020-03-16 00:00,.4,
90,속초,2020-03-16 01:00,.4,
90,속초,2020-03-16 02:00,.4,
90,속초,2020-03-16 03:00,.5,
90,속초,2020-03-16 04:00,.5,
90,속초,2020-03-16 05:00,.5,
90,속초,2020-03-16 06:00,.5,
90,속초,2020-03-16 07:00,.5,
90,속초,2020-03-16 08:00,.5,
90,속초,2020-03-16 09:00,.5,
90,속초,2020-03-16 10:00,.5,
93,북춘천,2020-01-01 09:00,.2,.2
93,북춘천,2020-01-01 10:00,.3,
93,북춘천,2020-01-01 12:00,,.1
93,북춘천,2020-01-06 18:00,.2,.2
93,북춘천,2020-01-06 19:00,.4,
93,북춘천,2020-01-06 20:00,.3,
93,북춘천,2020-01-06 21:00,.2,.2
93,북춘천,2020-01-06 22:00,.1,
93,북춘천,2020-01-06 23:00,.1,
93,북춘천,2020-01-19 14:00,.3,
93,북춘천,2020-01-19 15:00,,.3
93,북춘천,2020-02-04 20:00,.8,
93,북춘천,2020-02-04 21:00,1.8,1.8
93,북춘천,2020-02-04 22:00,1.8,
93,북춘천,2020-02-04 23:00,1.8,
93,북춘천,2020-02-05 00:00,1.8,0
93,북춘천,2020-02-05 01:00,1.8,
93,북춘천,2020-02-05 02:00,1.8,
93,북춘천,2020-02-05 03:00,1.8,
93,북춘천,2020-02-05 04:00,1.8,
93,북춘천,2020-02-05 05:00,1.6,
93,북춘천,2020-02-05 06:00,1.6,
93,북춘천,2020-02-05 07:00,1.6,
93,북춘천,2020-02-05 08:00,1.6,
93,북춘천,2020-02-05 09:00,1.5,
93,북춘천,2020-02-05 10:00,1.4,
93,북춘천,2020-02-05 11:00,1.4,
93,북춘천,2020-02-05 12:00,1.1,
93,북춘천,2020-02-05 13:00,.7,
93,북춘천,2020-02-05 14:00,.3,
