지점,지점명,일시,적설(cm),3시간신적설(cm)
90,속초,2002-01-01 00:00,.9,
90,속초,2002-01-01 03:00,.9,
90,속초,2002-01-01 04:00,.9,
90,속초,2002-01-01 05:00,.9,
90,속초,2002-01-01 06:00,.9,
90,속초,2002-01-01 07:00,.9,
90,속초,2002-01-01 08:00,.9,
90,속초,2002-01-01 09:00,.9,
90,속초,2002-01-01 10:00,.9,
90,속초,2002-01-01 11:00,.9,
90,속초,2002-01-01 12:00,.9,
90,속초,2002-01-01 13:00,.9,
90,속초,2002-01-01 14:00,.8,
90,속초,2002-01-01 15:00,.7,
90,속초,2002-01-01 16:00,.7,
90,속초,2002-01-01 17:00,.7,
90,속초,2002-01-01 18:00,.7,
90,속초,2002-01-01 21:00,.7,
90,속초,2002-01-02 00:00,.7,
90,속초,2002-01-02 03:00,.7,
90,속초,2002-01-02 04:00,.7,
90,속초,2002-01-02 05:00,.7,
90,속초,2002-01-02 06:00,.7,
90,속초,2002-01-02 07:00,.7,
90,속초,2002-01-02 08:00,.7,
90,속초,2002-01-02 09:00,.7,
90,속초,2002-01-02 10:00,.7,
90,속초,2002-01-02 11:00,.7,
90,속초,2002-01-02 12:00,.7,
90,속초,2002-01-02 13:00,.7,
90,속초,2002-01-02 14:00,.7,
90,속초,2002-01-02 15:00,.7,
90,속초,2002-01-02 16:00,.7,
90,속초,2002-01-02 17:00,.7,
90,속초,2002-01-02 18:00,.7,
90,속초,2002-01-02 19:00,.7,
90,속초,2002-01-02 21:00,.7,
90,속초,2002-01-03 00:00,.7,
90,속초,2002-01-03 03:00,.7,
90,속초,2002-01-03 04:00,.7,
90,속초,2002-01-03 05:00,.7,
90,속초,2002-01-03 06:00,.7,
90,속초,2002-01-03 07:00,.7,
90,속초,2002-01-03 08:00,.7,
90,속초,2002-01-03 09:00,.7,
90,속초,2002-01-03 10:00,.7,
90,속초,2002-01-03 11:00,.7,
90,속초,2002-01-03 12:00,.7,
90,속초,2002-01-03 13:00,.6,
90,속초,2002-01-03 14:00,.6,
90,속초,2002-01-03 15:00,.6,
90,속초,2002-01-03 16:00,.6,
90,속초,2002-01-03 17:00,.6,
90,속초,2002-01-03 18:00,.6,
90,속초,2002-01-03 21:00,.6,
90,속초,2002-01-04 00:00,.6,
90,속초,2002-01-04 03:00,.6,
90,속초,2002-01-04 04:00,.6,
90,속초,2002-01-04 05:00,.6,
90,속초,2002-01-04 06:00,.6,
90,속초,2002-01-04 07:00,.6,
90,속초,2002-01-04 08:00,.6,
90,속초,2002-01-04 09:00,.6,
90,속초,2002-01-04 10:00,.6,
90,속초,2002-01-04 11:00,.6,
90,속초,2002-01-04 12:00,.6,
90,속초,2002-01-04 13:00,.5,
90,속초,2002-01-04 14:00,.5,
90,속초,2002-01-04 15:00,.4,
90,속초,2002-01-04 16:00,.4,
90,속초,2002-01-04 17:00,.4,
90,속초,2002-01-04 18:00,.4,
90,속초,2002-01-04 19:00,.4,
90,속초,2002-01-04 21:00,.4,
90,속초,2002-01-05 00:00,.4,
90,속초,2002-01-05 03:00,.4,
90,속초,2002-01-05 04:00,.4,
90,속초,2002-01-05 05:00,.4,
90,속초,2002-01-05 06:00,.4,
90,속초,2002-01-05 07:00,.4,
90,속초,2002-01-05 08:00,.4,
90,속초,2002-01-05 09:00,.4,
90,속초,2002-01-05 10:00,.4,
90,속초,2002-01-05 11:00,.4,
90,속초,2002-01-05 12:00,.3,
90,속초,2002-01-05 13:00,.3,
90,속초,2002-01-05 14:00,.2,
90,속초,2002-01-05 15:00,.2,
90,속초,2002-01-05 16:00,.2,
90,속초,2002-01-05 17:00,.2,
90,속초,2002-01-05 18:00,.2,
90,속초,2002-01-05 21:00,.2,
90,속초,2002-01-06 00:00,.2,
90,속초,2002-01-06 03:00,.2,
90,속초,2002-01-06 04:00,.2,
90,속초,2002-01-06 06:00,.2,
90,속초,2002-01-06 07:00,.2,
90,속초,2002-01-06 08:00,.2,
90,속초,2002-01-06 09:00,.2,
90,속초,2002-01-06 10:00,.2,
90,속초,2002-01-06 11:00,.2,
90,속초,2002-01-06 12:00,.1,
90,속초,2002-01-17 05:00,.5,
90,속초,2002-01-17 06:00,.8,.8
90,속초,2002-01-17 07:00,1,
90,속초,2002-01-17 08:00,1.1,
90,속초,2002-01-17 09:00,3.8,3
90,속초,2002-01-17 10:00,4.1,
90,속초,2002-01-17 11:00,4.2,
90,속초,2002-01-17 12:00,4.3,.5
90,속초,2002-01-17 13:00,4.3,
90,속초,2002-01-17 14:00,4.3,
90,속초,2002-01-17 15:00,3.7,0
90,속초,2002-01-17 16:00,3.5,
90,속초,2002-01-17 17:00,3.5,
90,속초,2002-01-17 18:00,3.5,
90,속초,2002-01-17 19:00,3.5,
90,속초,2002-01-17 21:00,3.5,
90,속초,2002-01-18 00:00,3.5,
90,속초,2002-01-18 03:00,3.5,
90,속초,2002-01-18 04:00,3.5,
90,속초,2002-01-18 05:00,3.5,
90,속초,2002-01-18 06:00,3.5,
90,속초,2002-01-18 07:00,3.5,
90,속초,2002-01-18 08:00,3.5,
90,속초,2002-01-18 09:00,3.5,
90,속초,2002-01-18 10:00,3.4,
90,속초,2002-01-18 11:00,3.4,
90,속초,2002-01-18 12:00,3.3,
90,속초,2002-01-18 13:00,3.1,
90,속초,2002-01-18 14:00,2.8,
90,속초,2002-01-18 15:00,2.6,
90,속초,2002-01-18 16:00,2.3,
90,속초,2002-01-18 17:00,2,
90,속초,2002-01-18 18:00,1.8,
90,속초,2002-01-18 19:00,1.6,
90,속초,2002-01-18 20:00,1.3,
90,속초,2002-01-18 21:00,1,
90,속초,2002-01-18 23:00,0,
90,속초,2002-01-26 14:00,0,
90,속초,2002-01-26 16:00,0,
90,속초,2002-01-26 17:00,0,
90,속초,2002-12-08 01:00,0,
90,속초,2002-12-08 03:00,.1,.1
90,속초,2002-12-08 04:00,2,
90,속초,2002-12-08 05:00,2,
90,속초,2002-12-08 06:00,3.5,3.4
90,속초,2002-12-08 07:00,4.2,
90,속초,2002-12-08 08:00,5.5,
90,속초,2002-12-08 09:00,6.4,2.9
90,속초,2002-12-08 10:00,7,
90,속초,2002-12-08 11:00,7.5,
90,속초,2002-12-08 12:00,8,1.6
90,속초,2002-12-08 13:00,8.4,
90,속초,2002-12-08 14:00,8.2,
90,속초,2002-12-08 15:00,8.5,.5
90,속초,2002-12-08 16:00,8.3,
90,속초,2002-12-08 17:00,9,
90,속초,2002-12-08 18:00,10.2,1.7
90,속초,2002-12-08 19:00,10.5,
90,속초,2002-12-08 20:00,12,
90,속초,2002-12-08 21:00,12,1.8
90,속초,2002-12-08 22:00,12.5,
90,속초,2002-12-08 23:00,12,
90,속초,2002-12-09 00:00,12.2,.5
90,속초,2002-12-09 01:00,12.5,
90,속초,2002-12-09 02:00,17,
90,속초,2002-12-09 03:00,21.2,9.5
90,속초,2002-12-09 04:00,22,
90,속초,2002-12-09 05:00,22.5,
